"conversation_id","h_newrate","a_newrate","h_jac","a_jac","h_echo","a_echo","h_len","a_len","h_nov","a_nov","emb_novelty_asym","newrate_asym","len_asym"
"conv_4aa46faf-273a-4707-be30-a0b216440d87",0.761255411255411,0.798188698556346,0.017639751552795,0.0274267399267399,0.0280612244897959,0.0657738095238095,9.625,14.875,-1.81255777554423,-2.64648428163291,0.83392650608868,-0.0369332873009343,5.25
"conv_4d1bd73a-bbc9-4e37-8ba0-3cdd7adbc66a",0.598723831637918,0.747542535532732,0.0871931686321872,0.0640806145607508,0.138560632586368,0.116838476281201,14.7777777777778,16.2222222222222,-2.54653439255975,-3.05654390701371,0.510009514453964,-0.148818703894813,1.44444444444444
"conv_58838068-7cd4-4f6c-b158-aabb542ab4b9",0.662337662337662,0.761681547619048,0.075711806022365,0.065367788199596,0.113463718820862,0.152146464646465,9.875,15.375,-1.95083714697484,-3.33832517076655,1.38748802379171,-0.0993438852813853,5.5
"conv_58c2f2e6-db2a-406d-9bc9-04aaf1b0c35a",0.831030081030081,0.774946581196581,0.016345723242275,0,0.0268620268620269,0,10.375,15.75,-2.5068382271331,-2.64556080151133,0.138722574378231,0.0560834998334998,5.375
"conv_5b956e03-a900-47aa-88a9-54cb6be40071",0.66766003550543,0.754634816889719,0.033102766798419,0.0398827479709833,0.0553921568627451,0.0640768588137009,16.8888888888889,16,-2.55891623497678,-2.87089402513699,0.311977790160215,-0.0869747813842886,-0.888888888888889
"conv_5e234f25-eb78-4ec3-8113-c66645149ddc",0.821363532301032,0.830866859414331,0.0276648351648352,0.0198921059074316,0.0481515522875817,0.039944314944315,13.2222222222222,16,-1.48883176818198,-2.55000743851614,1.06117567033416,-0.00950332711329871,2.77777777777778
"conv_5f17f002-84ad-4315-8c69-20ec83de1223",0.800012732365673,0.866861488185018,0.0280845591190419,0.01772030651341,0.0488149460188934,0.0343137254901961,14.7777777777778,14.5555555555556,-1.28925888575272,-2.57761844541709,1.28835955966436,-0.0668487558193441,-0.222222222222223
"conv_61dd4f08-b460-4c98-8368-fb09762cbe5e",0.558651286601597,0.745550149884515,0.0404820404820405,0.0402310363247863,0.0708199069101325,0.0597069597069597,23.5,18.25,-1.86571585453859,-3.06338463940514,1.19766878486654,-0.186898863282918,-5.25
"conv_62a271e6-a272-4e74-9d10-2dc0c15c530f",0.750875686813187,0.825172612904811,0.0257481858149266,0.0104438997821351,0.0462979599734631,0.0218253968253968,13.4444444444444,14.8888888888889,-2.25380929417429,-2.32515562834973,0.0713463341754377,-0.0742969260916242,1.44444444444444
"conv_634a773b-4e50-4e24-87f3-a5fbebcc6d74",0.775988892060321,0.786736700799201,0.0174431151771053,0.0248332163654744,0.0321196660482375,0.0471897893772894,13,14.25,-2.04692807206487,-2.68548354681583,0.638555474750966,-0.0107478087388801,1.25
"conv_6419c979-eb60-46a6-8770-2c3a25c7e2b3",0.762698412698413,0.830204293255764,0.0236936976067411,0.015224358974359,0.0394407763105242,0.037405303030303,10.375,14.75,-1.88716901380037,-2.83863614729565,0.951467133495274,-0.0675058805573512,4.375
"conv_68f643620b5081968ccd202f0b32a9250787a797b4322e0b",0.74425098710813,0.716088422172388,0.0296879569304818,0.0416633338665813,0.0395522211817278,0.149284049284049,12.125,32.125,-1.53473041056853,-1.73739486511154,0.202664454543011,0.028162564935742,20
"conv_68f73dbdcc8081958c0890edef7c670804df05d299f21c4d",0.691430976430976,0.677710139224311,0.0509408377158109,0.0545867739924849,0.0773949975884782,0.110159932659933,23.25,30.5,-1.24322214408162,-1.66785589882196,0.424633754740342,0.0137208372066649,7.25
"conv_68f8cb66e7d0819089538cdf28e940fb0be0c7c5bc28f178",0.744463175713176,0.82613353708555,0.01640625,0.0415047915047915,0.0301900584795322,0.0847319347319347,13,16.3333333333333,-2.10167734916326,-2.37151468883195,0.26983733966869,-0.0816703613723738,3.33333333333333
"conv_6910e16399d48194987708b3589ca9eb0edd24df36992831",0.786597331240188,0.789596688034188,0.0209750566893424,0.0229487179487179,0.0372495151906917,0.0449004120879121,13.75,16.5,-1.7109227883927,-2.62667584056756,0.915753052174854,-0.00299935679399965,2.75
"conv_69120b0be9a881908567c1dfa912a6d90a309a13d5ea8eef",0.752325737987503,0.84761910012168,0.0424027409372237,0.0275136582943096,0.0767325199310493,0.056251047427518,14.5555555555556,16.1111111111111,-1.69854208134303,-2.44773010802425,0.74918802668122,-0.0952933621341774,1.55555555555556
"conv_691249fd97308197b06e97ca5d649f45080645ae33d1bf00",0.833044733044733,0.860503587399872,0.0170900528043385,0.0198539886039886,0.0261262399696721,0.0519886363636364,9.5,17.625,-1.54833097972991,-2.79647980795966,1.24814882822976,-0.0274588543551392,8.125
"conv_6912d3d2074c8197adc6c9e56408225c0a4f5cb536497774",0.850911133684243,0.816946778711485,0.0260770975056689,0.0308032429194832,0.0428838201947446,0.0636985563456152,13.5,16,-2.10292030132477,-2.82839097788016,0.725470676555388,0.0339643549727584,2.5
"conv_69160b265818819398e86c4bd8abc0080d0aba9e942fed0d",0.620655534941249,0.835120506535948,0.0460702260702261,0.0220810000982415,0.0659430438842204,0.0515422077922078,11.5,16.875,-2.45328610055425,-2.71547227794332,0.262186177389071,-0.214464971594698,5.375
"conv_6917421066d8819592863132f4a141a00078d2d8d630f704",0.67233455882353,0.822824143902575,0.0472559782287605,0.0222463360394395,0.0862887622997917,0.0414332399626517,15.7777777777778,16.6666666666667,-1.92272996891544,-2.46353450180703,0.540804532891596,-0.150489585079046,0.888888888888889
"conv_691b61ab394c819483ac4af28c7f29d00b3e16b70554a02a",0.791346153846154,0.81290740467727,0.0385560344827586,0.0154908877131099,0.0636904761904762,0.0325854700854701,14.4444444444444,17,-2.15642628952103,-2.95828716961943,0.801860880098404,-0.0215612508311166,2.55555555555556
"conv_691b6cdacf7881969d8f99f8456a61890249fb5f6bbd90ca",0.829135150563722,0.800971006655024,0.0300844475721323,0.0276570048309179,0.0477756892230576,0.0624562937062937,12.625,16.375,-1.71339028409215,-2.60828285972994,0.894892575637792,0.0281641439086983,3.75
"conv_691b7e95a50c8195930023ad653f234c0f03c18c9e706226",0.712644647019647,0.87228835978836,0.0410870643547274,0.0137684537684538,0.0589037698412698,0.0297591297591298,11.4444444444444,16.6666666666667,-2.59241472669564,-2.64336349006183,0.0509487633661903,-0.159643712768713,5.22222222222222
"conv_691b8b725ae48193abaaaa9270b26d500f7b1fcbf105c42b",0.742584325396825,0.771752974694151,0.0358695652173913,0.0164769386991609,0.0485197368421053,0.0339285714285714,12.6666666666667,16.1111111111111,-2.09907260517177,-2.80791344439448,0.708840839222708,-0.0291686492973258,3.44444444444444
"conv_691baa2b46788193b872ed7306db511f03e0f1b6d7bfd4c7",0.724175824175824,0.807561028797484,0.0714462548945308,0.0417800303145131,0.106987707363647,0.101041666666667,11.5,17.25,-2.23880816844079,-2.63312173894975,0.394313570508959,-0.0833852046216598,5.75
"conv_691c84edfb24819590a3e29782cdd10d03ba8eb739f774a6",0.783457167832168,0.88725350539076,0.0224245940840768,0.0127224627224627,0.0370404411764706,0.025974025974026,13.1111111111111,16.4444444444444,-1.70155610688277,-2.71091779785204,1.00936169096927,-0.103796337558593,3.33333333333333
"conv_691dc7c061d8819797504b613ba6691208409e48769ea891",0.819094967532468,0.790351696234049,0.0211349924585219,0.0237673150604185,0.0377100840336134,0.0527389277389277,13.1111111111111,16.1111111111111,-1.42573814502383,-2.45049793056494,1.02475978554111,0.0287432712984185,3
"conv_691dc83ec728819085d614247e77833604d03bd64a490dfd",0.70154131582703,0.83735119047619,0.0174199713330148,0.0163636363636364,0.0280612244897959,0.0402777777777778,11.5,14.75,-2.41637366387705,-3.30896940411357,0.892595740236521,-0.13580987464916,3.25
"conv_691e9e26b7688197a86e51a9d9a7dfe1052dd4511749a606",0.769178737928738,0.784955853686504,0.0264304094949256,0.0189210950080515,0.0389318885448916,0.0404040404040404,11.5555555555556,17.5555555555556,-1.6451738083068,-2.7739907675954,1.1288169592886,-0.0157771157577659,6
"conv_691f065bc31481969cdbdc53f0ca1d3b03f44f568e358927",0.872014790764791,0.817528649636493,0.014375,0.0173641811572846,0.0236344537815126,0.0411748745082078,11.7777777777778,15.6666666666667,-1.56944574088677,-2.36517653844935,0.795730797562583,0.0544861411282981,3.88888888888889
"conv_691f06855a5c819598fe92033194bb530743467f5002fa62",0.685515873015873,0.838117583215622,0.0346922862712336,0.0277396471840916,0.0468604108309991,0.0731120731120731,9.66666666666667,15.4444444444444,-2.17505546222549,-2.56752573346296,0.392470271237467,-0.152601710199749,5.77777777777778
"conv_691f696d0b348190810494e2c5d82fee08324043d78ba0f7",0.725603300530739,0.843281868152869,0.071506210703409,0.0313170285554725,0.117799400461939,0.0578146073244112,16.3333333333333,16.2222222222222,-2.37095226183513,-3.155984155701,0.785031893865875,-0.117678567622131,-0.111111111111111
"conv_6981ccf5d5f4819394bcd7bad4d79b14001ace58e9b20b81",0.628854478854479,0.801967268388837,0.055363583249338,0.0375768806513851,0.0829613095238095,0.0921929921929922,12.1111111111111,17.2222222222222,-2.68384655919568,-3.30782383052098,0.623977271325295,-0.173112789534358,5.11111111111111
"conv_69a0753fc5d08196aa37099ec6c65b69083687b3e71b94b5",0.773295454545455,0.831795746488729,0.0275525679620507,0.00797720797720798,0.0412828947368421,0.0186480186480186,11.1111111111111,16.5555555555556,-1.53091809536545,-2.29221079583635,0.761292700470905,-0.0585002919432743,5.44444444444445
"conv_69b581c4f16c81978ea543ce298c8c600546e04309837be3",0.696693657219973,0.798976413927394,0.0414428876389265,0.0357407646994934,0.0784321581196581,0.061881282727516,17.3333333333333,16.2222222222222,-2.00650148333425,-3.0647748981242,1.05827341478995,-0.102282756707421,-1.11111111111111
"conv_6be7ed36-4c3e-4746-920a-dac8f9012262",0.504143138949173,0.498132610108201,0.0741149037544983,0.0888140900030762,0.153647025171625,0.11828792642011,29.3333333333333,19.2222222222222,-1.75504064945167,-2.95242206209067,1.197381412639,0.00601052884097214,-10.1111111111111
"conv_6c680e8e-2455-4bdf-b4cd-fe6c409f373a",0.770319264069264,0.86297852474323,0.0180580115924944,0.00740740740740741,0.0314469537815126,0.0148148148148148,13.8888888888889,15.2222222222222,-1.64411165958764,-2.31492951705005,0.670817857462411,-0.0926592606739665,1.33333333333333
"conv_72037685-9437-4960-b9a0-5f77d2a71e41",0.791098484848485,0.866748521134486,0.00951867816091954,0.0204425204425204,0.0143914473684211,0.0441919191919192,10.5555555555556,16.2222222222222,-1.55833308564902,-2.45730877594263,0.898975690293603,-0.0756500362860011,5.66666666666667
"conv_73564d95-9f66-42db-a2c0-fed78090bac2",0.800297619047619,0.800656870935509,0.0376236263736264,0.00841269841269841,0.0603991596638655,0.0171957671957672,12.1111111111111,16.6666666666667,-1.78738149491152,-3.11957507886726,1.33219358395573,-0.000359251887889767,4.55555555555556
"conv_7511f98b-bb77-4bdc-926f-c26121dc147b",0.852520495377638,0.891155260180995,0.0211165845648604,0.0132389162561576,0.0372495151906917,0.0281593406593407,13.25,16,-1.70055565494575,-2.75669974677791,1.05614409183216,-0.0386347648033573,2.75
"conv_7c23347e-6172-4c84-9fd0-45ef34290bd5",0.611621017871018,0.669332519332519,0.0842326604554865,0.0482295482295482,0.166826923076923,0.0817324650657984,13.2222222222222,11.6666666666667,-2.11082029440631,-4.0732989393185,1.96247864491219,-0.0577115014615015,-1.55555555555556
"conv_7e08bac1-7465-447d-a732-40dad23fa383",0.739407814407814,0.777932996560448,0.0260416666666667,0.0293431081930381,0.0392628205128205,0.0572242572242572,12.5555555555556,15.1111111111111,-1.79750183532003,-2.6628205207418,0.865318685421771,-0.0385251821526331,2.55555555555556
"conv_829c6d96-30f0-495e-9684-ca934b06e90a",0.774590990242251,0.706873855311355,0.0312618416066692,0.0412512962102784,0.059458398744113,0.0728594322344322,15.375,13.75,-1.6753818446432,-3.17517274623949,1.49979090159629,0.0677171349308955,-1.625
"conv_82f7be76-f1f7-447b-b77d-2fa8134ebfed",0.756767042481328,0.838266941391941,0,0.0184283819628647,0,0.0352106227106227,13.625,14.375,-1.8175076638069,-2.9210070790894,1.1034994152825,-0.0814998989106133,0.75
"conv_837faa43-c6e5-4221-9368-e8076f56d5fb",0.8504329004329,0.839117377720319,0.013013901212659,0.00568181818181818,0.0204081632653061,0.0125,9.625,15.25,-2.4065895454251,-3.3027316930609,0.896142147635801,0.0113155227125815,5.625
"conv_8ab6fccf-2cc1-40bb-8378-5b469fb220eb",0.688265306122449,0.746602049910873,0.0295907016866813,0.0476190476190476,0.0514705882352941,0.0819196428571429,14.75,15,-2.16131761038364,-2.77208186084078,0.610764250457134,-0.0583367437884245,0.25
"conv_8fd2ac26-a13c-4e85-b8ac-5f13e246b640",0.657738095238095,0.851629686962504,0.0509996070340898,0.0115033752964787,0.0793101780185758,0.0283068783068783,11.7777777777778,17.2222222222222,-2.269935838685,-2.29586924765144,0.0259334089664374,-0.193891591724409,5.44444444444444
"conv_90178cb2-77d1-4123-9509-2ec42e4db932",0.577503052503052,0.670672627803645,0.013079819930609,0.0272592403205939,0.0154912957025599,0.12353140686474,8,29.6666666666667,-2.11025314158751,-1.5316112143431,-0.578641927244415,-0.0931695753005923,21.6666666666667
"conv_90ea40da-2853-405a-9c2f-a22e77888401",0.817241092241092,0.761169803803963,0.025625,0.0162591265100226,0.0381433823529412,0.039018389018389,11.4444444444444,16.5555555555556,-1.67369176311075,-3.67281634511511,1.99912458200436,0.0560712884371295,5.11111111111111
"conv_9763bf93-b2b0-43b7-9ffa-761830f4d5a8",0.761191586191586,0.837850959097089,0.0392450142450142,0.0133928571428571,0.0620769140989729,0.0326278659611993,11.4444444444444,16.8888888888889,-2.06124188907681,-2.18365313271749,0.122411243640676,-0.076659372905503,5.44444444444444
"conv_9a9b4068-5437-4eac-9cbd-738309827685",0.843420364097056,0.856705069848452,0.0255232361143691,0.0248841305153875,0.0464031766552775,0.0473958333333333,15,15.5,-1.53093839830786,-2.47194711494439,0.941008716636532,-0.0132847057513963,0.5
"conv_a0840d98-89b5-4206-b414-e9820d9a99b2",0.834848484848485,0.880360060690943,0.017547928262214,0.0154895104895105,0.0281312525010004,0.0360042735042735,10.875,15.375,-1.94995848295372,-3.26442554648922,1.3144670635355,-0.0455115758424582,4.5
"conv_a2292393-fd39-476f-975c-aaf411653197",0.680030080213904,0.754447975771505,0.0482594512766927,0.0343121693121693,0.080344012605042,0.0668236991766404,12.5555555555556,14.7777777777778,-1.85559340845501,-2.18710624322113,0.331512834766124,-0.0744178955576014,2.22222222222222
"conv_afc8092c-7335-40d1-a058-616cf97d80a2",0.666810966810967,0.821440319548872,0.0483673469387755,0.0200501672240803,0.0674185463659148,0.0533775252525253,10.75,16.375,-2.0125851399113,-2.05694407898085,0.0443589390695549,-0.154629352737905,5.625
"conv_b0f0e7b9-40d0-4776-a1a7-828df5bdcf2a",0.726190476190476,0.841004655067155,0.030626764539808,0.0212627046866177,0.0426587301587302,0.0538194444444444,9,15,-2.33235750524734,-2.85563054621651,0.523273040969168,-0.114814178876679,6
"conv_b1e0225e-fdb5-4142-8852-0785c0d30420",0.812294848009134,0.857765151515152,0.0262805977091691,0.0259364478114478,0.0470238095238095,0.0504261363636364,12.5,14,-2.4626343447977,-3.00516965753267,0.542535312734975,-0.0454703035060178,1.5
"conv_b306d0b7-35f0-495e-a3e0-5818c3ae060c",0.671009942438514,0.74005467571644,0.0331185584601734,0.0406199677938808,0.0601890756302521,0.0726190476190476,14,13.875,-2.14172546747428,-2.58141124746204,0.439685779987758,-0.0690447332779266,-0.125
"conv_b6569263-0af4-4945-bd32-398a28cf7e69",0.692485465922966,0.726056505223172,0.0284819206558337,0.0392929990031439,0.0517113095238095,0.0724358974358974,13.6666666666667,14.4444444444444,-1.90058406326811,-2.89403150021562,0.993447436947507,-0.033571039300206,0.777777777777779
"conv_c2e0197b-bba1-43b9-978e-cc6e536892b3",0.741264900513021,0.734221922996514,0.0446493694427776,0.051765282623575,0.0705012356801448,0.119086439875914,21.75,33.25,-1.56916329491786,-1.97678826213187,0.407624967214013,0.00704297751650695,11.5
"conv_c576a2b8-4944-4966-b836-5a4fde76260f",0.775959977522477,0.843401587519235,0.0305137609766545,0.0151289266893842,0.0525094696969697,0.0300084175084175,14.6666666666667,14.8888888888889,-2.09879926970094,-3.00615739221159,0.907358122510651,-0.0674416099967571,0.222222222222223
"conv_c7f16c31-e264-4ad6-8a72-7c626fa0cac0",0.724633085889858,0.770806100217865,0.0298674124934206,0.0311177289548319,0.0574754901960784,0.0543845315904139,16.4444444444444,15,-1.95968994900316,-3.10932107010655,1.14963112110338,-0.0461730143280066,-1.44444444444444
"conv_ccb90f8d-d4bb-406e-83e9-b91ac0615cac",0.805691795949149,0.767019400352734,0.0123655913978495,0.0153989114562591,0.0250744047619048,0.0294396961063628,16.2222222222222,16.7777777777778,-1.15551171106345,-2.87759826210351,1.72208655104006,0.0386723955964152,0.555555555555557
"conv_d87daedd-9490-4de9-8d2a-d33777567187",0.830715316429602,0.813984055160526,0.0263605442176871,0.0342898510299185,0.0442577030812325,0.0718267843267843,12,14.625,-1.73772836313226,-2.5809254908909,0.843197127758643,0.0167312612690764,2.625
"conv_da1c7ee9-2479-4f47-94bc-db9161a6e88c",0.709848484848485,0.773653198653199,0.0513392857142857,0.0259668622478884,0.0666666666666667,0.0590909090909091,11.7777777777778,15.3333333333333,-2.0988858237828,-2.61225216181376,0.513366338030961,-0.0638047138047139,3.55555555555556
"conv_e335739c-0072-4945-8fe4-457a04c0997b",0.863679029304029,0.780671040345963,0.0245931101909363,0.0278885723330168,0.0386029411764706,0.0594729344729345,13.2222222222222,16.3333333333333,-1.69099340808268,-2.47193072143165,0.78093731334897,0.0830079889580664,3.11111111111111
"conv_e73d720a-ff86-4c9b-b988-d6cc879215d9",0.724314574314574,0.803800366300366,0.0320244145088866,0.0181818181818182,0.0477040816326531,0.046875,9.625,14.625,-2.16997007706694,-3.21029244451698,1.04032236745004,-0.079485791985792,5
"conv_f5028a6e-05a3-4757-84d0-491a6f400c24",0.861457100322647,0.895424836601307,0.00985221674876847,0.00378787878787879,0.0158730158730159,0.0078125,14.5,15.625,-1.52570367818011,-2.01252083413107,0.486817155950958,-0.0339677362786607,1.125
"conv_fe95c724-f91e-4a17-8400-9bfbdf9218ec",0.819989534275249,0.811498397435897,0.0114285714285714,0.0142450142450142,0.021978021978022,0.0262820512820513,13.5,15.25,-0.962310367476225,-2.70319256033916,1.74088219286293,0.0084911368393511,1.75
