conversation_id,slope,alignment_direction
conv_4d1bd73a-bbc9-4e37-8ba0-3cdd7adbc66a,0.46615310765517665,User_to_AI
conv_58838068-7cd4-4f6c-b158-aabb542ab4b9,-0.31515432696967655,User_to_AI
conv_58c2f2e6-db2a-406d-9bc9-04aaf1b0c35a,0.5601246735241231,User_to_AI
conv_5e234f25-eb78-4ec3-8113-c66645149ddc,0.9053420614036076,User_to_AI
conv_62a271e6-a272-4e74-9d10-2dc0c15c530f,0.027640891727921793,User_to_AI
conv_634a773b-4e50-4e24-87f3-a5fbebcc6d74,-0.46655096652253847,User_to_AI
conv_6419c979-eb60-46a6-8770-2c3a25c7e2b3,0.44226867040938034,User_to_AI
conv_68f643620b5081968ccd202f0b32a9250787a797b4322e0b,-0.04012240222200088,User_to_AI
conv_68f73dbdcc8081958c0890edef7c670804df05d299f21c4d,0.34759642668677626,User_to_AI
conv_6910e16399d48194987708b3589ca9eb0edd24df36992831,0.15351698780232487,User_to_AI
conv_69120b0be9a881908567c1dfa912a6d90a309a13d5ea8eef,0.3319822910950858,User_to_AI
conv_691249fd97308197b06e97ca5d649f45080645ae33d1bf00,0.5163414607131612,User_to_AI
conv_6912d3d2074c8197adc6c9e56408225c0a4f5cb536497774,0.9750403276685042,User_to_AI
conv_69160b265818819398e86c4bd8abc0080d0aba9e942fed0d,0.6066811810124032,User_to_AI
conv_6917421066d8819592863132f4a141a00078d2d8d630f704,-0.19782319212351127,User_to_AI
conv_691b61ab394c819483ac4af28c7f29d00b3e16b70554a02a,0.15978732861589373,User_to_AI
conv_691b6cdacf7881969d8f99f8456a61890249fb5f6bbd90ca,0.129473873713143,User_to_AI
conv_691b7e95a50c8195930023ad653f234c0f03c18c9e706226,0.23411165793133287,User_to_AI
conv_691b8b725ae48193abaaaa9270b26d500f7b1fcbf105c42b,-0.024062670391470333,User_to_AI
conv_691baa2b46788193b872ed7306db511f03e0f1b6d7bfd4c7,0.8436188256266479,User_to_AI
conv_691dc7c061d8819797504b613ba6691208409e48769ea891,-0.4497767095650494,User_to_AI
conv_691dc83ec728819085d614247e77833604d03bd64a490dfd,0.44247490855025734,User_to_AI
conv_691e9e26b7688197a86e51a9d9a7dfe1052dd4511749a606,-0.2357713379874706,User_to_AI
conv_691f065bc31481969cdbdc53f0ca1d3b03f44f568e358927,0.13442104550511394,User_to_AI
conv_691f06855a5c819598fe92033194bb530743467f5002fa62,0.20795991679099018,User_to_AI
conv_691f696d0b348190810494e2c5d82fee08324043d78ba0f7,0.39132200236308085,User_to_AI
conv_6be7ed36-4c3e-4746-920a-dac8f9012262,0.0010854896473002377,User_to_AI
conv_72037685-9437-4960-b9a0-5f77d2a71e41,-0.32048990653660475,User_to_AI
conv_72218cb5-e59c-4c93-a4b9-a057fe5dad80,0.414876008749318,User_to_AI
conv_73564d95-9f66-42db-a2c0-fed78090bac2,-0.19761813421154897,User_to_AI
conv_7511f98b-bb77-4bdc-926f-c26121dc147b,0.04472840955607083,User_to_AI
conv_7c23347e-6172-4c84-9fd0-45ef34290bd5,-0.014662022545529757,User_to_AI
conv_7e08bac1-7465-447d-a732-40dad23fa383,0.5791308477875562,User_to_AI
conv_829c6d96-30f0-495e-9684-ca934b06e90a,0.026961758320927096,User_to_AI
conv_82f7be76-f1f7-447b-b77d-2fa8134ebfed,0.22218996316135728,User_to_AI
conv_837faa43-c6e5-4221-9368-e8076f56d5fb,0.3210553986865232,User_to_AI
conv_8ab6fccf-2cc1-40bb-8378-5b469fb220eb,0.28923009782212744,User_to_AI
conv_8fd2ac26-a13c-4e85-b8ac-5f13e246b640,0.47329039314181487,User_to_AI
conv_90178cb2-77d1-4123-9509-2ec42e4db932,0.22354005782459582,User_to_AI
conv_90ea40da-2853-405a-9c2f-a22e77888401,0.2218584919778415,User_to_AI
conv_9a9b4068-5437-4eac-9cbd-738309827685,0.25969351885451236,User_to_AI
conv_a0840d98-89b5-4206-b414-e9820d9a99b2,0.6756362659134021,User_to_AI
conv_afc8092c-7335-40d1-a058-616cf97d80a2,0.12014017478191226,User_to_AI
conv_b0f0e7b9-40d0-4776-a1a7-828df5bdcf2a,0.9133779020751187,User_to_AI
conv_b1e0225e-fdb5-4142-8852-0785c0d30420,1.1378637154820335,User_to_AI
conv_b306d0b7-35f0-495e-a3e0-5818c3ae060c,0.6333148900208905,User_to_AI
conv_c2e0197b-bba1-43b9-978e-cc6e536892b3,0.421115549651477,User_to_AI
conv_c576a2b8-4944-4966-b836-5a4fde76260f,-0.15663177734948674,User_to_AI
conv_c7f16c31-e264-4ad6-8a72-7c626fa0cac0,-0.488672942371789,User_to_AI
conv_ca1dd0bc-9c02-4d19-8e22-d1d7dfcfbcca,-0.0814396628733997,User_to_AI
conv_d87daedd-9490-4de9-8d2a-d33777567187,0.4981647902920453,User_to_AI
conv_da1c7ee9-2479-4f47-94bc-db9161a6e88c,0.3453881217267096,User_to_AI
conv_e335739c-0072-4945-8fe4-457a04c0997b,0.457326573925883,User_to_AI
conv_e73d720a-ff86-4c9b-b988-d6cc879215d9,0.34218213463035874,User_to_AI
conv_f5028a6e-05a3-4757-84d0-491a6f400c24,0.716685507514086,User_to_AI
conv_fe95c724-f91e-4a17-8400-9bfbdf9218ec,0.4367245325074657,User_to_AI
conv_006cb479-ccd3-40d1-83fb-4b614573f636,0.06167603997419681,AI_to_User
conv_07ec1a21-00a8-494b-9747-ef2f719abd5a,0.70238732908066015,AI_to_User
conv_0bb56093-3033-4615-bb70-ebfa4135589a,0.22818732570455696,AI_to_User
conv_0f18b30f-7d4b-4681-b98e-a0ff4f2b5256,-0.014693007938385284,AI_to_User
conv_11293fd2-d757-471f-8e2e-783542167a8e,0.15615853848084385,AI_to_User
conv_155f7493-3058-435d-a672-40e7e8ec213a,-0.4100486299771295,AI_to_User
conv_18ba473d-8913-4785-95cf-9a5400887bb9,-0.22186227466515887,AI_to_User
conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,1.1483628554126764,AI_to_User
conv_193bbf9f-e759-475a-ae86-76613053567a,0.1525954957603389,AI_to_User
conv_1a776856-1876-44eb-b0f6-31b31250ddca,0.32822297791757465,AI_to_User
conv_1bb594f6-281e-43c0-aad7-d82e4a2ab88d,0.1945889428563922,AI_to_User
conv_20c3db22-5b6d-42fa-bdee-f1e1a84fe6e8,0.002056607934429695,AI_to_User
conv_29031421-8265-472f-b4ce-f147dd80edca,-0.09048533311749345,AI_to_User
conv_2f306db5-d066-4651-b17c-762d7f601570,-0.29017506031759904,AI_to_User
conv_328804bd-df9e-47da-ad43-e4da646b9ceb,-0.684868530382178,AI_to_User
conv_33502e38-922d-4e7d-a252-ab236947c3d2,-0.5808355734856311,AI_to_User
conv_396737da-f9a2-4564-9edf-3712ef73724d,0.0545747987886652,AI_to_User
conv_3c43f51a-ffcf-4161-8d6d-b76bf669acb6,-0.23482491722527865,AI_to_User
conv_3c5b888e-d991-4bce-adad-5584923b75b5,-0.21824756856767322,AI_to_User
conv_40197f84-33aa-433b-93b1-045691051ebc,-0.0693784417389538,AI_to_User
conv_412eb7ca-cafa-4e38-8b2d-0a40272af090,-0.3580862318709169,AI_to_User
conv_46b5cd4c-130a-4b4c-84e1-30f78572d0bb,0.11996357399473753,AI_to_User
conv_47dd4912-f9ef-4d2c-a033-aeb851e8f164,-0.8286815455211286,AI_to_User
conv_49c214f3-8828-46e2-b76b-6c4f3ccaf016,0.15417892232569969,AI_to_User
conv_4aa46faf-273a-4707-be30-a0b216440d87,-0.16652369827801722,AI_to_User
conv_4d1bd73a-bbc9-4e37-8ba0-3cdd7adbc66a,-0.19068980072408165,AI_to_User
conv_58838068-7cd4-4f6c-b158-aabb542ab4b9,0.7478329129881033,AI_to_User
conv_58c2f2e6-db2a-406d-9bc9-04aaf1b0c35a,0.24614011581346365,AI_to_User
conv_5e234f25-eb78-4ec3-8113-c66645149ddc,0.14404306899249547,AI_to_User
conv_62a271e6-a272-4e74-9d10-2dc0c15c530f,0.8681113417061503,AI_to_User
conv_634a773b-4e50-4e24-87f3-a5fbebcc6d74,-0.08433036627288333,AI_to_User
conv_6419c979-eb60-46a6-8770-2c3a25c7e2b3,-0.07588268785372954,AI_to_User
conv_68f643620b5081968ccd202f0b32a9250787a797b4322e0b,0.27811058408655975,AI_to_User
conv_68f73dbdcc8081958c0890edef7c670804df05d299f21c4d,-0.7229707837735212,AI_to_User
conv_6910e16399d48194987708b3589ca9eb0edd24df36992831,1.0445141347995284,AI_to_User
conv_69120b0be9a881908567c1dfa912a6d90a309a13d5ea8eef,0.3904291603784177,AI_to_User
conv_691249fd97308197b06e97ca5d649f45080645ae33d1bf00,-0.18403916295508482,AI_to_User
conv_6912d3d2074c8197adc6c9e56408225c0a4f5cb536497774,0.004508731491653343,AI_to_User
conv_69160b265818819398e86c4bd8abc0080d0aba9e942fed0d,-0.430066677916697,AI_to_User
conv_6917421066d8819592863132f4a141a00078d2d8d630f704,0.18619025030036576,AI_to_User
conv_691b61ab394c819483ac4af28c7f29d00b3e16b70554a02a,-0.023654638553091446,AI_to_User
conv_691b6cdacf7881969d8f99f8456a61890249fb5f6bbd90ca,0.1447377301983206,AI_to_User
conv_691b7e95a50c8195930023ad653f234c0f03c18c9e706226,0.8334286621276558,AI_to_User
conv_691b8b725ae48193abaaaa9270b26d500f7b1fcbf105c42b,0.3099864875721829,AI_to_User
conv_691baa2b46788193b872ed7306db511f03e0f1b6d7bfd4c7,0.07990958688869416,AI_to_User
conv_691dc7c061d8819797504b613ba6691208409e48769ea891,0.575267340294206,AI_to_User
conv_691dc83ec728819085d614247e77833604d03bd64a490dfd,0.2506957202793248,AI_to_User
conv_691e9e26b7688197a86e51a9d9a7dfe1052dd4511749a606,0.19788009235386325,AI_to_User
conv_691f065bc31481969cdbdc53f0ca1d3b03f44f568e358927,0.30148698590071027,AI_to_User
conv_691f06855a5c819598fe92033194bb530743467f5002fa62,0.4838920723724936,AI_to_User
conv_691f696d0b348190810494e2c5d82fee08324043d78ba0f7,0.3970225047981125,AI_to_User
conv_6be7ed36-4c3e-4746-920a-dac8f9012262,-0.43504177513784215,AI_to_User
conv_72037685-9437-4960-b9a0-5f77d2a71e41,0.1663409936240511,AI_to_User
conv_72218cb5-e59c-4c93-a4b9-a057fe5dad80,0.49018090415829535,AI_to_User
conv_73564d95-9f66-42db-a2c0-fed78090bac2,-0.2808772252059511,AI_to_User
conv_7511f98b-bb77-4bdc-926f-c26121dc147b,0.7707827562047058,AI_to_User
conv_7c23347e-6172-4c84-9fd0-45ef34290bd5,-0.7325120251155397,AI_to_User
conv_7e08bac1-7465-447d-a732-40dad23fa383,0.2307530903058253,AI_to_User
conv_829c6d96-30f0-495e-9684-ca934b06e90a,0.6069574883593137,AI_to_User
conv_82f7be76-f1f7-447b-b77d-2fa8134ebfed,0.22717257787450826,AI_to_User
conv_837faa43-c6e5-4221-9368-e8076f56d5fb,-0.5058307738032859,AI_to_User
conv_8ab6fccf-2cc1-40bb-8378-5b469fb220eb,0.5916066753420629,AI_to_User
conv_8fd2ac26-a13c-4e85-b8ac-5f13e246b640,0.1363804975204983,AI_to_User
conv_90178cb2-77d1-4123-9509-2ec42e4db932,-0.25905868715473374,AI_to_User
conv_90ea40da-2853-405a-9c2f-a22e77888401,0.3485631558346375,AI_to_User
conv_9a9b4068-5437-4eac-9cbd-738309827685,-0.25902603471747704,AI_to_User
conv_a0840d98-89b5-4206-b414-e9820d9a99b2,-0.15606395443088614,AI_to_User
conv_afc8092c-7335-40d1-a058-616cf97d80a2,-0.1399746516859701,AI_to_User
conv_b0f0e7b9-40d0-4776-a1a7-828df5bdcf2a,0.22058068075212214,AI_to_User
conv_b1e0225e-fdb5-4142-8852-0785c0d30420,0.14003100284929196,AI_to_User
conv_b306d0b7-35f0-495e-a3e0-5818c3ae060c,-0.2995685669230626,AI_to_User
conv_c2e0197b-bba1-43b9-978e-cc6e536892b3,0.5387732536558132,AI_to_User
conv_c576a2b8-4944-4966-b836-5a4fde76260f,0.5341189579849341,AI_to_User
conv_c7f16c31-e264-4ad6-8a72-7c626fa0cac0,0.7871909809196493,AI_to_User
conv_c8ced99a-c021-4e80-b849-823950d4c29c,-3.967432805222808e-17,AI_to_User
conv_ca1dd0bc-9c02-4d19-8e22-d1d7dfcfbcca,0.17543948395013004,AI_to_User
conv_d87daedd-9490-4de9-8d2a-d33777567187,0.13527804383718153,AI_to_User
conv_da1c7ee9-2479-4f47-94bc-db9161a6e88c,0.16095385995033457,AI_to_User
conv_e335739c-0072-4945-8fe4-457a04c0997b,-0.1662016637616427,AI_to_User
conv_e73d720a-ff86-4c9b-b988-d6cc879215d9,0.8239125089170849,AI_to_User
conv_f5028a6e-05a3-4757-84d0-491a6f400c24,-0.29222099180820577,AI_to_User
conv_fe95c724-f91e-4a17-8400-9bfbdf9218ec,0.2515716459760407,AI_to_User
